Customer ID,Customer_Age,Branch,Customer type,Gender,Customer Job,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,gross income,Rating
142-63-6033,38,B,Normal,Male,Businessman,Home and lifestyle,92.36,5,23,485,21-01-2024,19:17,Ewallet,23.09,4.9
656-16-1063,55,B,Normal,Male,Govt,Sports and travel,46.42,3,7,146,21-01-2024,13:24,Credit card,6.963,4.4
891-58-8335,59,B,Member,Female,Retirees,Sports and travel,29.61,7,10,218,21-01-2024,15:53,Cash,10.3635,6.5
802-43-8934,45,A,Normal,Male,Selfemployeed,Home and lifestyle,18.28,1,1,19,21-01-2024,15:05,Credit card,0.914,8.3
560-30-5617,41,B,Normal,Female,Govt,Sports and travel,24.77,5,6,130,21-01-2024,18:27,Cash,6.1925,8.5
319-74-2561,49,A,Member,Female,Businessman,Electronic accessories,94.64,3,14,298,21-01-2024,16:55,Cash,14.196,5.5
549-03-9315,51,B,Normal,Male,Businessman,Fashion accessories,94.87,8,38,797,22-01-2024,12:58,Ewallet,37.948,8.7
790-29-1172,44,B,Normal,Female,Selfemployeed,Food and beverages,57.34,3,9,181,22-01-2024,18:59,Credit card,8.601,7.9
239-36-3640,48,B,Normal,Male,Businessman,Electronic accessories,45.35,6,14,286,22-01-2024,13:44,Ewallet,13.605,6.1
468-01-2051,43,B,Normal,Male,Govt,Food and beverages,62.08,7,22,456,22-01-2024,13:46,Ewallet,21.728,5.4
389-25-3394,37,C,Normal,Male,Selfemployeed,Electronic accessories,11.81,5,3,62,22-01-2024,18:06,Cash,2.9525,9.4
279-62-1445,40,C,Member,Female,White-collar,Fashion accessories,12.54,1,1,13,22-01-2024,12:38,Cash,0.627,8.2
213-72-6612,54,A,Normal,Male,Govt,Food and beverages,43.25,2,4,91,22-01-2024,15:56,Cash,4.325,6.2
746-68-6593,53,C,Member,Female,Businessman,Sports and travel,87.16,2,9,183,22-01-2024,14:29,Credit card,8.716,9.7
836-82-5858,51,B,Member,Male,Businessman,Health and beauty,69.37,9,31,656,22-01-2024,19:14,Ewallet,31.2165,4
583-72-1480,50,C,Member,Male,Businessman,Electronic accessories,37.06,4,7,156,22-01-2024,16:24,Ewallet,7.412,9.7
466-61-5506,50,B,Member,Female,Selfemployeed,Electronic accessories,90.7,6,27,571,23-01-2024,10:52,Cash,27.21,5.3
721-86-6247,58,A,Normal,Female,Blue-collar,Home and lifestyle,63.42,8,25,533,23-01-2024,12:55,Ewallet,25.368,7.4
289-65-5721,51,B,Normal,Female,Selfemployeed,Fashion accessories,81.37,2,8,171,23-01-2024,19:28,Cash,8.137,6.5
545-46-3100,41,B,Member,Female,Blue-collar,Electronic accessories,10.59,3,2,33,23-01-2024,13:52,Credit card,1.5885,8.7
418-02-5978,47,B,Normal,Female,Retirees,Health and beauty,84.09,9,38,795,23-01-2024,10:54,Cash,37.8405,8
269-04-5750,44,B,Member,Male,Blue-collar,Fashion accessories,73.82,4,15,310,23-01-2024,18:31,Cash,14.764,6.7
157-13-5295,37,A,Member,Male,Businessman,Health and beauty,51.94,10,26,545,23-01-2024,18:24,Ewallet,25.97,6.5
645-78-8093,51,A,Normal,Female,Selfemployeed,Sports and travel,93.14,2,9,196,23-01-2024,18:09,Ewallet,9.314,4.1
211-30-9270,39,C,Normal,Male,White-collar,Health and beauty,17.41,5,4,91,23-01-2024,15:16,Credit card,4.3525,4.9
755-12-3214,35,C,Member,Female,Govt,Fashion accessories,44.22,5,11,232,23-01-2024,17:07,Credit card,11.055,8.6
346-84-3103,45,B,Member,Female,Selfemployeed,Electronic accessories,13.22,5,3,69,23-01-2024,19:26,Cash,3.305,4.3
478-06-7835,56,A,Normal,Male,Blue-collar,Fashion accessories,89.69,1,4,94,23-01-2024,11:20,Ewallet,4.4845,4.9
540-11-4336,49,A,Normal,Male,Businessman,Food and beverages,24.94,9,11,236,24-01-2024,16:49,Credit card,11.223,5.6
448-81-5016,55,A,Normal,Male,Govt,Health and beauty,59.77,2,6,126,24-01-2024,12:01,Credit card,5.977,5.8
142-72-4741,47,C,Member,Male,White-collar,Fashion accessories,93.2,2,9,196,24-01-2024,18:37,Credit card,9.32,6
217-58-1179,65,A,Member,Male,Govt,Home and lifestyle,62.65,4,13,263,24-01-2024,11:25,Cash,12.53,4.2
376-02-8238,37,B,Normal,Male,Govt,Home and lifestyle,93.87,8,38,789,24-01-2024,18:42,Credit card,37.548,8.3
530-90-9855,40,A,Member,Male,Govt,Home and lifestyle,47.59,8,19,400,24-01-2024,14:47,Cash,19.036,5.7
866-05-7563,48,B,Member,Female,Govt,Electronic accessories,81.4,3,12,256,24-01-2024,19:43,Cash,12.21,4.8
604-70-6476,36,A,Member,Male,White-collar,Fashion accessories,17.94,5,4,94,24-01-2024,14:04,Ewallet,4.485,6.8
799-71-1548,48,A,Member,Male,Govt,Electronic accessories,77.72,4,16,326,24-01-2024,16:11,Credit card,15.544,8.8
785-13-7708,47,B,Normal,Male,Blue-collar,Food and beverages,73.06,7,26,537,25-01-2024,19:06,Credit card,25.571,4.2
845-51-0542,31,B,Member,Male,Govt,Food and beverages,46.55,9,21,440,25-01-2024,15:34,Ewallet,20.9475,6.4
662-47-5456,53,C,Member,Male,Blue-collar,Fashion accessories,35.19,10,18,369,25-01-2024,19:06,Credit card,17.595,8.4
883-17-4236,33,C,Normal,Female,Govt,Sports and travel,14.39,2,1,30,25-01-2024,19:44,Credit card,1.439,7.2
290-68-2984,41,A,Normal,Male,White-collar,Home and lifestyle,23.75,4,5,100,25-01-2024,11:22,Cash,4.75,5.2
704-11-6354,27,A,Member,Male,Selfemployeed,Home and lifestyle,58.9,8,24,495,25-01-2024,11:23,Cash,23.56,8.9
110-48-7033,28,B,Member,Male,Retirees,Fashion accessories,32.62,4,7,137,25-01-2024,14:12,Cash,6.524,9
366-93-0948,40,A,Member,Male,Blue-collar,Electronic accessories,66.35,1,3,70,25-01-2024,10:46,Credit card,3.3175,9.7
729-09-9681,35,A,Member,Male,Businessman,Home and lifestyle,25.91,6,8,163,25-01-2024,10:16,Ewallet,7.773,8.7
151-16-1484,51,A,Member,Male,White-collar,Electronic accessories,32.25,4,6,135,25-01-2024,12:38,Ewallet,6.45,6.5
380-94-4661,56,C,Member,Male,White-collar,Electronic accessories,65.94,4,13,277,26-01-2024,13:05,Credit card,13.188,6.9
850-41-9669,42,A,Normal,Female,Businessman,Electronic accessories,75.06,9,34,709,26-01-2024,13:25,Ewallet,33.777,6.2
821-07-3596,60,C,Normal,Female,White-collar,Fashion accessories,16.45,4,3,69,26-01-2024,14:53,Ewallet,3.29,5.6
655-85-5130,27,B,Member,Female,Blue-collar,Fashion accessories,38.3,4,8,161,26-01-2024,19:22,Cash,7.66,5.7
447-15-7839,42,A,Member,Female,White-collar,Sports and travel,22.24,10,11,234,26-01-2024,11:00,Cash,11.12,4.2
154-74-7179,38,B,Normal,Male,Businessman,Sports and travel,54.45,1,3,57,26-01-2024,19:24,Ewallet,2.7225,7.9
253-12-6086,57,A,Member,Female,Businessman,Sports and travel,98.4,7,34,723,26-01-2024,12:43,Credit card,34.44,8.7
808-65-0703,53,C,Normal,Male,Selfemployeed,Home and lifestyle,35.47,4,7,149,26-01-2024,17:22,Credit card,7.094,6.9
571-94-0759,39,B,Member,Female,Businessman,Food and beverages,74.6,10,37,783,27-01-2024,20:55,Cash,37.3,9.5
144-51-6085,48,A,Member,Male,Blue-collar,Home and lifestyle,70.74,4,14,297,27-01-2024,16:05,Credit card,14.148,4.4
731-14-2199,49,A,Member,Female,Blue-collar,Home and lifestyle,35.54,10,18,373,27-01-2024,13:34,Ewallet,17.77,7
783-09-1637,54,B,Normal,Female,Retirees,Sports and travel,67.43,5,17,354,27-01-2024,18:13,Ewallet,16.8575,6.3
687-15-1097,32,C,Member,Female,Govt,Health and beauty,21.12,2,2,44,27-01-2024,19:17,Cash,2.112,9.7
126-54-1082,49,A,Member,Female,Blue-collar,Home and lifestyle,21.54,9,10,204,27-01-2024,11:44,Credit card,9.693,8.8
633-91-1052,51,A,Normal,Female,Businessman,Home and lifestyle,12.03,2,1,25,27-01-2024,15:51,Cash,1.203,5.1
477-24-6490,43,B,Normal,Female,White-collar,Health and beauty,99.71,6,30,628,27-01-2024,16:52,Ewallet,29.913,7.9
566-19-5475,53,B,Normal,Male,Businessman,Fashion accessories,47.97,7,17,353,27-01-2024,20:52,Cash,16.7895,6.2
526-86-8552,50,C,Member,Female,Selfemployeed,Home and lifestyle,21.82,10,11,229,27-01-2024,17:36,Cash,10.91,7.1
376-56-3573,49,C,Normal,Female,White-collar,Fashion accessories,95.42,4,19,401,27-01-2024,13:23,Ewallet,19.084,6.4
537-72-0426,42,C,Member,Male,Retirees,Fashion accessories,70.99,10,35,745,27-01-2024,16:28,Cash,35.495,5.7
828-61-5674,48,A,Member,Male,Selfemployeed,Sports and travel,44.02,10,22,462,27-01-2024,19:57,Credit card,22.01,9.6
136-08-6195,47,A,Normal,Female,Selfemployeed,Home and lifestyle,69.96,8,28,588,27-01-2024,17:01,Credit card,27.984,6.4
523-38-0215,48,C,Normal,Male,White-collar,Home and lifestyle,37,1,2,39,28-01-2024,13:29,Credit card,1.85,7.9
490-29-1201,31,A,Normal,Female,Blue-collar,Sports and travel,15.34,1,1,16,28-01-2024,11:09,Cash,0.767,6.5
667-92-0055,43,A,Member,Male,Govt,Health and beauty,99.83,6,30,629,28-01-2024,15:02,Ewallet,29.949,8.5
565-17-3836,51,A,Member,Female,Businessman,Health and beauty,47.67,4,10,200,28-01-2024,14:21,Cash,9.534,9.1
498-41-1961,54,B,Normal,Male,White-collar,Health and beauty,66.68,5,17,350,28-01-2024,18:01,Cash,16.67,7.6
593-95-4461,46,C,Member,Male,Blue-collar,Home and lifestyle,74.86,1,4,79,28-01-2024,14:49,Cash,3.743,6.9
226-71-3580,46,C,Normal,Female,Businessman,Sports and travel,23.75,9,11,224,28-01-2024,12:02,Cash,10.6875,9.5
283-79-9594,37,B,Normal,Female,White-collar,Food and beverages,48.51,7,17,357,28-01-2024,13:30,Credit card,16.9785,5.2
430-60-3493,41,A,Member,Female,Govt,Home and lifestyle,94.88,7,33,697,28-01-2024,14:38,Cash,33.208,4.2
139-20-0155,40,B,Member,Male,White-collar,Electronic accessories,40.3,10,20,423,28-01-2024,17:37,Credit card,20.15,7
558-80-4082,52,C,Normal,Male,White-collar,Electronic accessories,27.85,7,10,205,28-01-2024,17:20,Ewallet,9.7475,6
278-97-7759,50,A,Member,Female,Selfemployeed,Electronic accessories,62.48,1,3,66,28-01-2024,20:29,Cash,3.124,4.7
316-68-6352,37,A,Member,Female,Blue-collar,Food and beverages,36.36,2,4,76,28-01-2024,10:00,Cash,3.636,7.1
585-03-5943,47,B,Normal,Male,Blue-collar,Health and beauty,18.11,10,9,190,28-01-2024,11:46,Ewallet,9.055,5.9
211-05-0490,32,C,Member,Female,Businessman,Electronic accessories,51.92,5,13,273,29-01-2024,13:42,Cash,12.98,7.5
727-75-6477,49,C,Normal,Male,Selfemployeed,Electronic accessories,28.84,4,6,121,29-01-2024,14:44,Cash,5.768,6.4
744-02-5987,26,A,Member,Male,Govt,Home and lifestyle,78.38,6,24,494,29-01-2024,14:16,Ewallet,23.514,5.8
307-83-9164,38,A,Member,Male,White-collar,Home and lifestyle,60.01,4,12,252,29-01-2024,15:54,Cash,12.002,4.5
779-06-0012,38,C,Member,Female,Govt,Home and lifestyle,88.61,1,4,93,29-01-2024,10:21,Cash,4.4305,7.7
446-47-6729,57,C,Normal,Male,White-collar,Fashion accessories,99.82,2,10,210,29-01-2024,18:09,Credit card,9.982,6.7
573-10-3877,39,B,Member,Male,Blue-collar,Health and beauty,39.01,1,2,41,29-01-2024,16:46,Credit card,1.9505,4.7
735-06-4124,44,C,Normal,Male,Selfemployeed,Food and beverages,48.61,1,2,51,30-01-2024,15:31,Cash,2.4305,4.4
439-54-7422,45,A,Normal,Female,Govt,Electronic accessories,51.19,4,10,215,30-01-2024,17:15,Credit card,10.238,4.7
396-90-2219,38,B,Normal,Female,Businessman,Electronic accessories,14.96,8,6,126,30-01-2024,12:29,Cash,5.984,8.6
411-77-0180,47,A,Member,Male,Blue-collar,Electronic accessories,72.2,7,25,531,30-01-2024,20:14,Ewallet,25.27,4.3
286-01-5402,58,A,Normal,Female,Selfemployeed,Sports and travel,40.23,7,14,296,30-01-2024,13:22,Cash,14.0805,9.6
803-17-8013,31,A,Member,Female,Blue-collar,Home and lifestyle,88.79,8,36,746,30-01-2024,17:09,Cash,35.516,4.1
512-98-1403,49,A,Member,Female,Blue-collar,Electronic accessories,26.48,3,4,83,30-01-2024,10:40,Ewallet,3.972,4.7
848-42-2560,51,A,Normal,Female,Businessman,Fashion accessories,81.91,2,8,172,30-01-2024,17:43,Cash,8.191,7.8
532-59-7201,40,B,Member,Male,Blue-collar,Sports and travel,79.93,6,24,504,30-01-2024,14:04,Cash,23.979,5.5
181-94-6432,33,C,Member,Male,Retirees,Fashion accessories,69.33,2,7,146,30-01-2024,19:05,Ewallet,6.933,9.7
870-76-1733,44,A,Member,Female,Govt,Food and beverages,14.23,5,4,75,31-01-2024,10:08,Credit card,3.5575,4.4
423-64-4619,43,A,Member,Female,Businessman,Health and beauty,15.55,9,7,147,31-01-2024,13:12,Cash,6.9975,5
227-07-4446,51,C,Member,Female,Retirees,Electronic accessories,78.13,10,39,820,31-01-2024,20:51,Cash,39.065,4.4
174-36-3675,45,C,Member,Male,Businessman,Food and beverages,99.37,2,10,209,31-01-2024,17:29,Cash,9.937,5.2
428-83-5800,46,C,Member,Female,Blue-collar,Food and beverages,21.08,3,3,66,31-01-2024,10:25,Cash,3.162,7.3
603-07-0961,42,C,Member,Male,Govt,Electronic accessories,74.79,5,19,393,31-01-2024,11:34,Cash,18.6975,4.9
704-20-4138,51,C,Member,Female,White-collar,Health and beauty,29.67,7,10,218,31-01-2024,18:58,Credit card,10.3845,8.1
787-15-1757,43,C,Member,Male,Businessman,Health and beauty,44.07,4,9,185,31-01-2024,16:28,Ewallet,8.814,8.4
649-11-3678,51,C,Normal,Female,Businessman,Food and beverages,22.93,9,10,217,31-01-2024,20:26,Cash,10.3185,5.5
622-20-1945,48,C,Normal,Female,Blue-collar,Health and beauty,39.42,1,2,41,31-01-2024,15:08,Cash,1.971,8.4
372-94-8041,45,A,Normal,Male,Retirees,Health and beauty,15.26,6,5,96,01-02-2024,18:03,Ewallet,4.578,9.8
563-91-7120,54,A,Normal,Female,White-collar,Fashion accessories,61.77,5,15,324,01-02-2024,13:21,Cash,15.4425,6.7
746-54-5508,54,A,Normal,Male,White-collar,Home and lifestyle,21.52,6,6,136,01-02-2024,12:48,Credit card,6.456,9.4
276-54-0879,47,B,Normal,Male,Businessman,Sports and travel,97.74,4,20,411,01-02-2024,19:53,Ewallet,19.548,6.4
815-11-1168,49,A,Member,Male,Blue-collar,Food and beverages,99.78,5,25,524,01-02-2024,19:09,Cash,24.945,5.4
719-76-3868,37,C,Member,Male,Selfemployeed,Food and beverages,94.26,4,19,396,01-02-2024,16:30,Cash,18.852,8.6
730-61-8757,42,B,Member,Male,Selfemployeed,Health and beauty,51.13,4,10,215,01-02-2024,10:11,Credit card,10.226,4
340-66-0321,41,A,Member,Male,Govt,Electronic accessories,36.36,4,7,153,01-02-2024,13:07,Cash,7.272,7.6
868-81-1752,46,B,Normal,Male,Blue-collar,Home and lifestyle,22.02,9,10,208,01-02-2024,18:48,Cash,9.909,6.8
634-97-8956,44,A,Normal,Male,Selfemployeed,Food and beverages,32.9,3,5,104,01-02-2024,17:27,Credit card,4.935,9.1
566-71-1091,43,A,Normal,Male,White-collar,Fashion accessories,77.02,5,19,404,02-02-2024,15:59,Cash,19.255,5.5
442-48-3607,54,A,Member,Male,Selfemployeed,Food and beverages,23.48,2,2,49,02-02-2024,11:21,Credit card,2.348,7.9
835-16-0096,52,C,Member,Male,Selfemployeed,Sports and travel,14.7,5,4,77,02-02-2024,13:48,Ewallet,3.675,8.5
527-09-6272,36,A,Member,Female,Govt,Electronic accessories,28.45,5,7,149,02-02-2024,10:17,Credit card,7.1125,9.1
898-04-2717,50,A,Normal,Male,Govt,Fashion accessories,76.4,9,34,722,02-02-2024,15:49,Ewallet,34.38,7.5
692-27-8933,51,B,Normal,Female,Govt,Sports and travel,57.95,6,17,365,02-02-2024,13:02,Cash,17.385,5.2
633-09-3463,48,C,Normal,Female,Govt,Electronic accessories,47.65,3,7,150,02-02-2024,12:58,Credit card,7.1475,9.5
374-17-3652,45,B,Member,Female,Businessman,Food and beverages,42.82,9,19,405,02-02-2024,15:26,Credit card,19.269,8.9
378-07-7001,52,B,Member,Male,Selfemployeed,Electronic accessories,48.09,3,7,151,02-02-2024,18:23,Credit card,7.2135,7.8
433-75-6987,47,B,Member,Female,Businessman,Health and beauty,55.97,7,20,411,03-02-2024,19:06,Ewallet,19.5895,8.9
873-95-4984,37,B,Member,Female,Govt,Health and beauty,76.9,7,27,565,03-02-2024,20:21,Cash,26.915,7.7
416-13-5917,49,C,Normal,Female,White-collar,Food and beverages,97.03,5,24,509,03-02-2024,16:24,Ewallet,24.2575,9.3
150-89-8043,39,A,Normal,Male,Blue-collar,Sports and travel,44.65,3,7,141,03-02-2024,15:04,Cash,6.6975,6.2
135-84-8019,39,A,Normal,Female,Blue-collar,Fashion accessories,77.93,9,35,736,03-02-2024,16:10,Ewallet,35.0685,7.6
441-94-7118,35,A,Member,Male,Businessman,Electronic accessories,71.95,1,4,76,03-02-2024,12:14,Cash,3.5975,7.3
725-96-3778,54,C,Member,Female,White-collar,Home and lifestyle,89.25,8,36,750,03-02-2024,10:13,Cash,35.7,4.7
531-80-1784,56,A,Normal,Male,Blue-collar,Electronic accessories,26.02,7,9,191,03-02-2024,17:38,Cash,9.107,5.1
400-45-1220,44,B,Normal,Female,Blue-collar,Health and beauty,13.5,10,7,142,03-02-2024,11:06,Credit card,6.75,4.8
860-79-0874,32,C,Member,Female,Selfemployeed,Fashion accessories,99.3,10,50,1043,03-02-2024,14:53,Credit card,49.65,6.6
834-61-8124,48,A,Normal,Male,Selfemployeed,Electronic accessories,51.69,7,18,380,03-02-2024,18:22,Cash,18.0915,5.5
115-99-4379,39,B,Member,Female,Selfemployeed,Fashion accessories,54.73,7,19,402,03-02-2024,19:02,Credit card,19.1555,8.5
565-67-6697,49,B,Member,Male,Govt,Home and lifestyle,27,9,12,255,04-02-2024,14:16,Cash,12.15,4.8
320-49-6392,44,C,Normal,Female,Selfemployeed,Electronic accessories,30.24,1,2,32,04-02-2024,15:44,Cash,1.512,8.4
889-04-9723,50,B,Member,Female,Businessman,Food and beverages,89.14,4,18,374,04-02-2024,12:20,Credit card,17.828,7.8
632-90-0281,47,C,Normal,Female,White-collar,Fashion accessories,37.55,10,19,394,04-02-2024,20:01,Credit card,18.775,9.3
554-42-2417,49,C,Normal,Female,Govt,Sports and travel,95.44,10,48,1002,04-02-2024,13:45,Cash,47.72,5.2
453-63-6187,50,B,Normal,Male,Selfemployeed,Electronic accessories,27.5,3,4,87,04-02-2024,15:40,Ewallet,4.125,6.5
578-80-7669,36,B,Normal,Male,Retirees,Sports and travel,74.97,1,4,79,04-02-2024,16:58,Cash,3.7485,5.6
612-36-5536,62,A,Member,Male,Govt,Food and beverages,80.96,8,32,680,04-02-2024,11:12,Credit card,32.384,7.4
605-72-4132,53,C,Normal,Female,Blue-collar,Food and beverages,94.47,8,38,794,05-02-2024,15:12,Cash,37.788,9.1
471-41-2823,44,C,Normal,Male,Businessman,Food and beverages,99.79,2,10,210,05-02-2024,20:37,Ewallet,9.979,8
462-67-9126,60,A,Normal,Male,Retirees,Home and lifestyle,73.22,6,22,461,05-02-2024,17:44,Cash,21.966,7.2
272-27-9238,45,C,Normal,Female,Blue-collar,Food and beverages,41.24,4,8,173,05-02-2024,16:23,Cash,8.248,7.1
834-25-9262,42,C,Normal,Female,Businessman,Fashion accessories,81.68,4,16,343,05-02-2024,12:12,Cash,16.336,9.1
122-61-9553,40,C,Normal,Female,White-collar,Electronic accessories,51.32,9,23,485,05-02-2024,19:33,Cash,23.094,5.6
468-88-0009,42,A,Member,Male,Retirees,Home and lifestyle,65.94,4,13,277,05-02-2024,10:29,Cash,13.188,6
613-59-9758,29,C,Normal,Female,Blue-collar,Sports and travel,14.36,10,7,151,05-02-2024,14:28,Cash,7.18,5.4
254-31-0042,45,A,Member,Male,Selfemployeed,Electronic accessories,21.5,9,10,203,05-02-2024,12:46,Credit card,9.675,7.8
201-86-2184,47,B,Member,Female,White-collar,Electronic accessories,26.26,7,9,193,05-02-2024,19:40,Cash,9.191,9.9
261-12-8671,54,B,Normal,Female,Selfemployeed,Fashion accessories,60.96,2,6,128,05-02-2024,19:39,Credit card,6.096,4.9
730-70-9830,39,C,Normal,Female,Blue-collar,Home and lifestyle,70.11,6,21,442,05-02-2024,17:54,Ewallet,21.033,5.2
382-25-8917,35,C,Normal,Male,White-collar,Fashion accessories,42.08,6,13,265,05-02-2024,12:25,Cash,12.624,8.9
422-29-8786,39,A,Normal,Female,Blue-collar,Home and lifestyle,67.09,5,17,352,06-02-2024,16:47,Credit card,16.7725,9.1
667-23-5919,47,A,Member,Female,Businessman,Fashion accessories,96.7,5,24,508,06-02-2024,12:52,Ewallet,24.175,7
843-01-4703,53,B,Member,Female,Businessman,Home and lifestyle,35.38,9,16,334,06-02-2024,19:50,Credit card,15.921,9.6
743-88-1662,62,C,Normal,Male,Selfemployeed,Sports and travel,95.49,7,33,702,06-02-2024,18:17,Ewallet,33.4215,8.7
595-86-2894,48,C,Member,Male,Selfemployeed,Fashion accessories,96.98,4,19,407,06-02-2024,17:20,Ewallet,19.396,9.4
182-69-8360,64,B,Normal,Female,Businessman,Electronic accessories,23.65,4,5,99,07-02-2024,13:32,Credit card,4.73,4
289-15-7034,41,A,Member,Male,Selfemployeed,Sports and travel,82.33,4,16,346,07-02-2024,10:37,Credit card,16.466,7.5
462-78-5240,61,C,Normal,Female,Businessman,Electronic accessories,26.61,2,3,56,07-02-2024,14:35,Cash,2.661,4.2
868-52-7573,36,B,Normal,Female,Selfemployeed,Food and beverages,99.69,5,25,523,07-02-2024,12:09,Cash,24.9225,9.9
153-58-4872,43,C,Member,Female,Blue-collar,Food and beverages,74.89,4,15,315,07-02-2024,15:32,Ewallet,14.978,4.2
662-72-2873,49,A,Normal,Female,Govt,Food and beverages,40.94,5,10,215,08-02-2024,13:58,Ewallet,10.235,9.9
525-88-7307,51,B,Member,Male,Selfemployeed,Sports and travel,75.82,1,4,80,08-02-2024,13:19,Cash,3.791,5.8
689-16-9784,51,C,Normal,Male,Retirees,Food and beverages,46.77,6,14,295,08-02-2024,13:37,Cash,14.031,6
725-56-0833,51,A,Normal,Female,White-collar,Health and beauty,32.32,10,16,339,08-02-2024,16:49,Credit card,16.16,10
394-41-0748,52,C,Member,Female,White-collar,Fashion accessories,54.07,9,24,511,08-02-2024,14:55,Ewallet,24.3315,9.5
596-42-3999,47,B,Normal,Male,Govt,Food and beverages,18.22,7,6,134,08-02-2024,14:04,Credit card,6.377,6.6
541-89-9860,47,C,Member,Female,Govt,Fashion accessories,80.48,3,12,254,08-02-2024,12:31,Cash,12.072,8.1
173-82-9529,55,B,Normal,Female,Govt,Fashion accessories,37.95,10,19,398,09-02-2024,14:51,Cash,18.975,9.7
563-36-9814,40,A,Member,Male,Govt,Electronic accessories,76.82,1,4,81,09-02-2024,18:27,Ewallet,3.841,7.2
308-47-4913,40,A,Member,Female,Businessman,Sports and travel,52.26,10,26,549,09-02-2024,12:45,Credit card,26.13,6.2
885-17-6250,48,A,Normal,Female,Retirees,Health and beauty,79.74,1,4,84,09-02-2024,10:36,Ewallet,3.987,7.3
726-27-2396,40,A,Normal,Female,Retirees,Health and beauty,77.5,5,19,407,09-02-2024,20:36,Ewallet,19.375,4.3
316-01-3952,39,A,Normal,Female,Selfemployeed,Food and beverages,54.27,5,14,285,09-02-2024,14:16,Ewallet,13.5675,4.6
760-54-1821,55,B,Normal,Male,White-collar,Home and lifestyle,13.59,9,6,128,09-02-2024,10:26,Cash,6.1155,5.8
793-10-3222,46,B,Member,Female,Selfemployeed,Health and beauty,41.06,6,12,259,09-02-2024,13:30,Credit card,12.318,8.3
346-12-3257,40,B,Member,Male,Blue-collar,Electronic accessories,19.24,9,9,182,09-02-2024,16:28,Cash,8.658,8
110-05-6330,42,C,Normal,Female,Retirees,Food and beverages,39.43,6,12,248,09-02-2024,20:18,Credit card,11.829,9.4
651-61-0874,58,C,Normal,Male,Retirees,Home and lifestyle,46.22,4,9,194,09-02-2024,20:04,Credit card,9.244,6.2
236-86-3015,42,C,Member,Male,Govt,Home and lifestyle,13.98,1,1,15,10-02-2024,13:38,Ewallet,0.699,9.8
831-64-0259,60,B,Normal,Female,Selfemployeed,Fashion accessories,39.75,5,10,209,10-02-2024,10:43,Ewallet,9.9375,9.6
587-03-7455,49,C,Member,Female,White-collar,Fashion accessories,97.79,7,34,719,10-02-2024,17:30,Ewallet,34.2265,4.9
882-40-4577,49,A,Member,Male,Businessman,Sports and travel,67.26,4,13,282,10-02-2024,15:28,Credit card,13.452,8
732-67-5346,56,A,Normal,Male,White-collar,Food and beverages,13.79,5,3,72,10-02-2024,19:07,Credit card,3.4475,7.8
725-32-9708,48,B,Member,Female,Govt,Fashion accessories,68.71,4,14,289,10-02-2024,19:01,Cash,13.742,4.1
256-08-8343,50,A,Normal,Female,White-collar,Home and lifestyle,56.53,4,11,237,10-02-2024,19:48,Ewallet,11.306,5.5
372-26-1506,40,C,Normal,Female,White-collar,Fashion accessories,23.82,5,6,125,10-02-2024,19:24,Ewallet,5.955,5.4
244-08-0162,44,B,Normal,Female,Selfemployeed,Health and beauty,34.21,10,17,359,10-02-2024,13:00,Cash,17.105,5.1
569-71-4390,26,B,Normal,Male,White-collar,Sports and travel,21.87,2,2,46,10-02-2024,14:29,Ewallet,2.187,6.9
132-23-6451,48,A,Member,Male,White-collar,Health and beauty,20.97,5,5,110,10-02-2024,13:21,Cash,5.2425,7.8
696-90-2548,46,A,Normal,Male,Selfemployeed,Sports and travel,25.84,3,4,81,10-02-2024,18:55,Ewallet,3.876,6.6
472-15-9636,50,A,Normal,Male,Retirees,Home and lifestyle,50.93,8,20,428,10-02-2024,19:36,Ewallet,20.372,9.2
268-03-6164,58,B,Normal,Male,White-collar,Health and beauty,96.11,1,5,101,11-02-2024,16:28,Ewallet,4.8055,7.8
750-57-9686,48,C,Normal,Female,Selfemployeed,Home and lifestyle,45.38,4,9,191,11-02-2024,13:48,Credit card,9.076,8.7
186-09-3669,65,C,Member,Female,Blue-collar,Health and beauty,81.51,1,4,86,11-02-2024,10:57,Ewallet,4.0755,9.2
848-07-1692,52,B,Normal,Female,Blue-collar,Health and beauty,57.22,2,6,120,11-02-2024,17:13,Ewallet,5.722,8.3
745-71-3520,56,A,Member,Female,Businessman,Electronic accessories,25.22,7,9,185,11-02-2024,10:23,Cash,8.827,8.2
266-76-6436,44,C,Member,Female,Blue-collar,Food and beverages,38.6,3,6,122,11-02-2024,13:57,Ewallet,5.79,7.5
740-22-2500,48,C,Normal,Female,White-collar,Electronic accessories,84.05,3,13,265,11-02-2024,13:29,Cash,12.6075,9.8
271-88-8734,42,C,Member,Female,Selfemployeed,Fashion accessories,97.21,10,49,1021,11-02-2024,13:00,Credit card,48.605,8.7
301-81-8610,43,B,Member,Male,White-collar,Fashion accessories,25.42,8,10,214,11-02-2024,19:42,Credit card,10.168,6.7
489-64-4354,46,C,Normal,Male,Businessman,Fashion accessories,16.28,1,1,17,11-02-2024,15:36,Cash,0.814,5
198-84-7132,37,B,Member,Male,Businessman,Fashion accessories,40.61,9,18,384,11-02-2024,13:40,Cash,18.2745,7
